句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,deepseek-3.2-thinking,沁园春,宗门感事,规矩森严,0.9022,0.2500,0.6522
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,deepseek-3.2-thinking,沁园春,规革感怀,规矩森严,0.9022,0.2500,0.6522
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,deepseek-3.2-thinking,沁园春,宗门感事,规矩森严,0.9022,0.2500,0.6522
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,deepseek-3.2-thinking,沁园春,宗门抒怀,规矩森严,0.9022,0.2500,0.6522
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,deepseek-3.2-thinking,沁园春,仙宗感怀,规矩森严,0.9022,0.2500,0.6522
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,deepseek-3.2-thinking,沁园春,仙门感怀,规矩森严,0.9022,0.2500,0.6522
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,deepseek-3.2-thinking,沁园春,宗派感怀,规矩森严,0.9022,0.2500,0.6522
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,deepseek-3.2-thinking,沁园春,宗派感怀,规矩森严,0.9022,0.2500,0.6522
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,qwen3.6-plus,沁园春,玄门夜思,规矩森严,0.9022,0.2500,0.6522
doubao-seed-2.0-pro,沁园春,仙门感怀,万派宗风,deepseek-3.2-thinking,沁园春,抒怀,宗派千秋,0.8954,0.2500,0.6454
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗派感怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,规革吟,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗门感怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗门感怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗门抒怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗门感事,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,规革感怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗门感事,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗门抒怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,仙宗感怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,仙门感怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗派感怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗派感怀,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,qwen3.6-plus,沁园春,玄门夜思,规矩森严,0.8921,0.2500,0.6421
doubao-seed-2.0-pro,沁园春,宗门感怀,魔氛未靖,doubao-seed-2.0-pro,沁园春,宗门感怀,屡靖妖氛,0.8881,0.2500,0.6381
doubao-seed-2.0-pro,沁园春,宗门抒怀,魔氛未靖,doubao-seed-2.0-pro,沁园春,宗门感怀,屡靖妖氛,0.8881,0.2500,0.6381
doubao-seed-2.0-pro,沁园春,宗门感怀,黛嶂围云,doubao-seed-2.0-pro,沁园春,宗门感怀,万岫围青,0.8844,0.2500,0.6344
deepseek-3.2-thinking,沁园春,宗门感怀,叹传承千载,deepseek-3.2-thinking,沁园春,宗规叹,千年承传,0.8563,0.2222,0.6341
doubao-seed-2.0-pro,沁园春,宗门感怀,形拘神敛,doubao-seed-2.0-pro,沁园春,宗门述怀,神拘形束,0.8831,0.2500,0.6331
doubao-seed-2.0-pro,沁园春,宗门感怀,形拘神敛,doubao-seed-2.0-pro,沁园春,宗门感怀,神拘形束,0.8831,0.2500,0.6331
doubao-seed-2.0-pro,沁园春,宗门感怀,戒律凝霜,doubao-seed-2.0-pro,沁园春,宗门抒怀,霜凝玉律,0.8828,0.2500,0.6328
doubao-seed-2.0-pro,沁园春,玄门感怀,霜凝戒律,qwen3.6-plus,沁园春,破戒吟,玉律霜严,0.8803,0.2500,0.6303
doubao-seed-2.0-pro,沁园春,宗门抒怀,霜凝玉律,qwen3.6-plus,沁园春,破阵辞,铁律凝霜,0.8786,0.2500,0.6286
doubao-seed-2.0-pro,沁园春,宗门抒怀,霜凝玉律,qwen3.6-plus,沁园春,玄门掣电,铁律凝霜,0.8786,0.2500,0.6286
deepseek-3.2-thinking,沁园春,宗门感怀,传承千古,deepseek-3.2-thinking,沁园春,宗规叹,千年承传,0.8785,0.2500,0.6285
doubao-seed-2.0-pro,沁园春,宗门感怀,霜凝剑鞘,qwen3.6-plus,沁园春,破规吟,剑气凝霜,0.8767,0.2500,0.6267
doubao-seed-2.0-pro,沁园春,宗门感怀,霜凝剑鞘,qwen3.6-plus,沁园春,玄规吟,剑气凝霜,0.8767,0.2500,0.6267
doubao-seed-2.0-pro,沁园春,宗门感怀,霜凝剑鞘,qwen3.6-plus,沁园春,宗门新议,剑气凝霜,0.8767,0.2500,0.6267
doubao-seed-2.0-pro,沁园春,宗门抒怀,条纲凛肃,doubao-seed-2.0-pro,沁园春,宗门抒怀,风肃纲伦,0.8767,0.2500,0.6267
doubao-seed-2.0-pro,沁园春,宗门抒怀,守律持修,doubao-seed-2.0-pro,沁园春,宗门述怀,持律严求,0.8750,0.2500,0.6250
doubao-seed-2.0-pro,沁园春,宗门述怀,云锁仙峰,deepseek-3.2-thinking,沁园春,仙门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,宗门述怀,云锁仙峰,deepseek-3.2-thinking,沁园春,宗门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,感宗门事,云锁仙峰,deepseek-3.2-thinking,沁园春,仙门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,感宗门事,云锁仙峰,deepseek-3.2-thinking,沁园春,宗门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁仙峰,deepseek-3.2-thinking,沁园春,仙门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁仙峰,deepseek-3.2-thinking,沁园春,宗门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁仙峰,deepseek-3.2-thinking,沁园春,仙门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁仙峰,deepseek-3.2-thinking,沁园春,宗门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁仙峰,deepseek-3.2-thinking,沁园春,仙门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,宗门感怀,云锁仙峰,deepseek-3.2-thinking,沁园春,宗门感怀,仙山雾锁,0.8739,0.2500,0.6239
deepseek-3.2-thinking,沁园春,仙门感怀,仙山雾锁,deepseek-3.2-thinking,沁园春,宗派感怀,云锁仙峰,0.8739,0.2500,0.6239
deepseek-3.2-thinking,沁园春,仙门感怀,仙山雾锁,deepseek-3.2-thinking,沁园春,宗门感遇,云锁仙峰,0.8739,0.2500,0.6239
deepseek-3.2-thinking,沁园春,宗派感怀,云锁仙峰,deepseek-3.2-thinking,沁园春,宗门感怀,仙山雾锁,0.8739,0.2500,0.6239
deepseek-3.2-thinking,沁园春,宗门感遇,云锁仙峰,deepseek-3.2-thinking,沁园春,宗门感怀,仙山雾锁,0.8739,0.2500,0.6239
doubao-seed-2.0-pro,沁园春,仙门感怀,万派宗风,deepseek-3.2-thinking,沁园春,规革吟,宗派千年,0.8716,0.2500,0.6216
doubao-seed-2.0-pro,沁园春,仙门感怀,万派宗风,deepseek-3.2-thinking,沁园春,规训吟,宗派千年,0.8716,0.2500,0.6216
doubao-seed-2.0-pro,沁园春,仙门感怀,万派宗风,deepseek-3.2-thinking,沁园春,宗规吟,宗派千年,0.8716,0.2500,0.6216
doubao-seed-2.0-pro,沁园春,仙门感怀,万派宗风,deepseek-3.2-thinking,沁园春,感怀宗规,宗派千年,0.8716,0.2500,0.6216
doubao-seed-2.0-pro,沁园春,仙门感怀,万派宗风,deepseek-3.2-thinking,沁园春,宗派感怀,宗派千年,0.8716,0.2500,0.6216
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,doubao-seed-2.0-pro,沁园春,山门抒怀,矩矱严凝,0.8716,0.2500,0.6216
doubao-seed-2.0-pro,沁园春,宗门感怀,万岫围青,doubao-seed-2.0-pro,沁园春,宗中感怀,黛嶂围宗,0.8701,0.2500,0.6201
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,deepseek-3.2-thinking,沁园春,宗规感怀,规矩霜严,0.8692,0.2500,0.6192
doubao-seed-2.0-pro,沁园春,宗门感怀,萦怀万绪,deepseek-3.2-thinking,沁园春,宗门感怀,思绪千端,0.8665,0.2500,0.6165
deepseek-3.2-thinking,沁园春,宗规感怀,志气消残,deepseek-3.2-thinking,沁园春,宗门夜思,消磨锐气,0.8660,0.2500,0.6160
deepseek-3.2-thinking,沁园春,规改感怀,旧章陈训,qwen3.6-plus,沁园春,宗门感怀,古训虽陈,0.8651,0.2500,0.6151
doubao-seed-2.0-pro,沁园春,仙门感怀,承传百代,deepseek-3.2-thinking,沁园春,宗门感怀,传承千古,0.8645,0.2500,0.6145
doubao-seed-2.0-pro,沁园春,宗门感怀,严规立矩,deepseek-3.2-thinking,沁园春,宗规感怀,规矩霜严,0.8644,0.2500,0.6144
doubao-seed-2.0-pro,沁园春,宗门感怀,黛嶂围云,qwen3.6-plus,沁园春,宗门叹,阵云叠嶂,0.8613,0.2500,0.6113
doubao-seed-2.0-pro,沁园春,仙门感怀,严规峻矩,doubao-seed-2.0-pro,沁园春,山门抒怀,矩矱严凝,0.8612,0.2500,0.6112
doubao-seed-2.0-pro,沁园春,宗门感怀,霜凝剑锷,doubao-seed-2.0-pro,沁园春,宗门抒怀,剑气流霜,0.8604,0.2500,0.6104
doubao-seed-2.0-pro,沁园春,宗门抒怀,剑气流霜,doubao-seed-2.0-pro,沁园春,宗门感怀,霜凝剑锷,0.8604,0.2500,0.6104
doubao-seed-2.0-pro,沁园春,宗门抒怀,万仞云崖,qwen3.6-plus,沁园春,云阶吟,云阶千仞,0.8602,0.2500,0.6102
doubao-seed-2.0-pro,沁园春,宗门感怀,万仞云崖,qwen3.6-plus,沁园春,云阶吟,云阶千仞,0.8602,0.2500,0.6102
doubao-seed-2.0-pro,沁园春,宗门感怀,一派宗风,deepseek-3.2-thinking,沁园春,抒怀,宗派千秋,0.8601,0.2500,0.6101
doubao-seed-2.0-pro,沁园春,宗门感事,一派宗风,deepseek-3.2-thinking,沁园春,抒怀,宗派千秋,0.8601,0.2500,0.6101
doubao-seed-2.0-pro,沁园春,宗门感怀,戒律凝霜,qwen3.6-plus,沁园春,宗门感怀,玉律严秋,0.8599,0.2500,0.6099
qwen3.6-plus,沁园春,玄枢阁偶感,剑阵列霜,qwen3.6-plus,沁园春,宗门书怀,严锋列阵,0.8595,0.2500,0.6095
doubao-seed-2.0-pro,沁园春,宗门述怀,炉边丹火,qwen3.6-plus,沁园春,剑阁规诫吟,丹炉守焰,0.8583,0.2500,0.6083
doubao-seed-2.0-pro,沁园春,清霄峰述怀,霜凝剑影,qwen3.6-plus,沁园春,破规吟,剑气凝霜,0.8579,0.2500,0.6079
doubao-seed-2.0-pro,沁园春,清霄峰述怀,霜凝剑影,qwen3.6-plus,沁园春,玄规吟,剑气凝霜,0.8579,0.2500,0.6079
doubao-seed-2.0-pro,沁园春,清霄峰述怀,霜凝剑影,qwen3.6-plus,沁园春,宗门新议,剑气凝霜,0.8579,0.2500,0.6079
doubao-seed-2.0-pro,沁园春,宗门述怀,剑锷藏锋,qwen3.6-plus,沁园春,宗门书怀,灵锋敛锷,0.8579,0.2500,0.6079
qwen3.6-plus,沁园春,破规吟,剑气凝霜,qwen3.6-plus,沁园春,云阶吟,霜凝剑匣,0.8577,0.2500,0.6077
qwen3.6-plus,沁园春,玄规吟,剑气凝霜,qwen3.6-plus,沁园春,云阶吟,霜凝剑匣,0.8577,0.2500,0.6077
qwen3.6-plus,沁园春,宗门新议,剑气凝霜,qwen3.6-plus,沁园春,云阶吟,霜凝剑匣,0.8577,0.2500,0.6077
deepseek-3.2-thinking,沁园春,宗规感怀,旧规循循,qwen3.6-plus,沁园春,玄门改制有感,还循旧矩,0.8569,0.2500,0.6069
doubao-seed-2.0-pro,沁园春,宗门感怀,霜凝剑锷,qwen3.6-plus,沁园春,问宗规,剑冷霜锋,0.8562,0.2500,0.6062
doubao-seed-2.0-pro,沁园春,宗门感怀,霜凝剑锷,qwen3.6-plus,沁园春,问宗规,剑冷霜锋,0.8562,0.2500,0.6062
doubao-seed-2.0-pro,沁园春,登宗峰感怀,销磨锐气,deepseek-3.2-thinking,沁园春,宗规感怀,志气消残,0.8557,0.2500,0.6057
doubao-seed-2.0-pro,沁园春,宗门感怀,万派共宗,deepseek-3.2-thinking,沁园春,抒怀,宗派千秋,0.8547,0.2500,0.6047
doubao-seed-2.0-pro,沁园春,立雪台晚望抒怀,若循旧矩,deepseek-3.2-thinking,沁园春,宗规感怀,旧规循循,0.8545,0.2500,0.6045
doubao-seed-2.0-pro,沁园春,宗门感怀,炉中丹火,qwen3.6-plus,沁园春,剑阁规诫吟,丹炉守焰,0.8541,0.2500,0.6041
doubao-seed-2.0-pro,沁园春,宗中感怀,霜磨剑锷,qwen3.6-plus,沁园春,问宗规,剑冷霜锋,0.8534,0.2500,0.6034
doubao-seed-2.0-pro,沁园春,宗门抒怀,律肃玄门,qwen3.6-plus,沁园春,宗门改制有感,玄律森严,0.8531,0.2500,0.6031
deepseek-3.2-thinking,沁园春,宗门抒怀,固守传统,deepseek-3.2-thinking,沁园春,宗门感事,传承当守,0.8527,0.2500,0.6027
doubao-seed-2.0-pro,沁园春,登宗峰感怀,奈众论纷纷阻议繁,doubao-seed-2.0-pro,沁园春,玄峰夜坐有感,况众议纷纭谤语扬,0.8517,0.2500,0.6017
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,云锁仙关,deepseek-3.2-thinking,沁园春,仙门感怀,仙山雾锁,0.8516,0.2500,0.6016
doubao-seed-2.0-pro,沁园春,宗阁夜望抒怀,云锁仙关,deepseek-3.2-thinking,沁园春,宗门感怀,仙山雾锁,0.8516,0.2500,0.6016
doubao-seed-2.0-pro,沁园春,宗门感怀,同心众志,deepseek-3.2-thinking,沁园春,宗门思变,心志难同,0.8512,0.2500,0.6012
doubao-seed-2.0-pro,沁园春,山门抒怀,矩矱严凝,deepseek-3.2-thinking,沁园春,宗门感怀,严科厉矩,0.8506,0.2500,0.6006
doubao-seed-2.0-pro,沁园春,宗门感怀,锢循旧矩,deepseek-3.2-thinking,沁园春,宗规感怀,旧规循循,0.8504,0.2500,0.6004
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,qwen3.6-plus,沁园春,宗门夜思,凭栏叹,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,qwen3.6-plus,沁园春,宗门夜思,凭栏叹,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,qwen3.6-plus,沁园春,宗门夜思,凭栏叹,0.9128,0.3333,0.5794
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏立,0.9021,0.3333,0.5688
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏立,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.9021,0.3333,0.5688
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏立,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.9021,0.3333,0.5688
deepseek-3.2-thinking,沁园春,宗规感怀,长吁叹,qwen3.6-plus,沁园春,宗门夜思,长嗟久,0.8847,0.3333,0.5513
deepseek-3.2-thinking,沁园春,宗派感遇,长吁叹,qwen3.6-plus,沁园春,宗门夜思,长嗟久,0.8847,0.3333,0.5513
deepseek-3.2-thinking,沁园春,宗规感怀,长吁叹,deepseek-3.2-thinking,沁园春,宗门感遇,长嗟罢,0.8818,0.3333,0.5485
deepseek-3.2-thinking,沁园春,宗派感遇,长吁叹,deepseek-3.2-thinking,沁园春,宗门感遇,长嗟罢,0.8818,0.3333,0.5485
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,deepseek-3.2-thinking,沁园春,仙宗感怀,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,qwen3.6-plus,沁园春,宗门新律,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,qwen3.6-plus,沁园春,剑阁春思,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,qwen3.6-plus,沁园春,云崖规谏,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭栏处,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭栏处,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,deepseek-3.2-thinking,沁园春,仙宗感怀,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,qwen3.6-plus,沁园春,宗门新律,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,qwen3.6-plus,沁园春,剑阁春思,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,qwen3.6-plus,沁园春,云崖规谏,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,deepseek-3.2-thinking,沁园春,仙宗感怀,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,qwen3.6-plus,沁园春,宗门新律,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,qwen3.6-plus,沁园春,剑阁春思,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,qwen3.6-plus,沁园春,云崖规谏,凭栏处,0.8770,0.3333,0.5436
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗中抒怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗中抒怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗中抒怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,宗门感事,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,登宗峰感怀,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,宗门述怀,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,仙门感怀,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,qwen3.6-plus,沁园春,规叹,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,qwen3.6-plus,沁园春,玄门长老书怀,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗阁夜思,凭阑久,qwen3.6-plus,沁园春,述怀·宗门夜思,凭栏望,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门感事,凭栏望,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门感事,凭栏望,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,登宗峰感怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,登宗峰感怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门抒怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门感怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门抒怀,凭阑久,0.8655,0.3333,0.5322
doubao-seed-2.0-pro,沁园春,宗门述怀,凭栏望,doubao-seed-2.0-pro,沁园春,宗门感怀,凭阑久,0.8655,0.3333,0.5322
