词ID,模型,词牌,题目,句数,平均语义相似度,平均字面相似度,最高语义相似度,最高字面相似度
305,qwen3.6-plus,清平乐,玉兰庭前作,8,0.3673,0.0000,0.5845,0.0000
312,qwen3.6-plus,清平乐,玉兰解语,8,0.3665,0.0259,0.6642,0.2222
100,deepseek-3.2-thinking,菩萨蛮,白玉兰开有感,8,0.3663,0.0337,0.7612,0.4000
462,doubao-seed-2.0-pro,祝英台近,校中见玉兰作,16,0.3662,0.0044,0.6283,0.2500
319,qwen3.6-plus,清平乐,玉兰照影,8,0.3654,0.0000,0.5683,0.0000
415,doubao-seed-2.0-pro,清平乐,校园见玉兰感怀,8,0.3651,0.0060,0.5732,0.1667
340,qwen3.6-plus,清平乐,玉兰见志,8,0.3642,0.0065,0.4940,0.1818
193,deepseek-3.2-thinking,祝英台近,玉兰新悟,16,0.3634,0.0271,0.7977,0.5000
521,doubao-seed-2.0-pro,祝英台近,春暮见玉兰感作,16,0.3631,0.0024,0.6026,0.1667
275,qwen3.6-plus,浪淘沙,玉兰引,10,0.3630,0.0171,0.5864,0.2222
445,doubao-seed-2.0-pro,祝英台近,校隅见玉兰花作,16,0.3629,0.0044,0.6267,0.2500
321,qwen3.6-plus,清平乐,玉兰照眼,8,0.3629,0.0000,0.6379,0.0000
348,qwen3.6-plus,清平乐,玉兰,8,0.3627,0.0071,0.6115,0.2000
214,qwen3.6-plus,菩萨蛮,玉兰照影,8,0.3627,0.0119,0.5185,0.3333
285,qwen3.6-plus,祝英台近,玉兰庭畔,14,0.3624,0.0080,0.7671,0.2857
47,deepseek-3.2-thinking,菩萨蛮,白玉兰感遇,8,0.3616,0.0060,0.5466,0.1667
562,doubao-seed-2.0-pro,祝英台近,寓所阶前见玉兰作,16,0.3610,0.0121,0.6042,0.3333
190,deepseek-3.2-thinking,祝英台近,白玉兰开有感,18,0.3608,0.0157,0.6633,0.3333
239,qwen3.6-plus,浪淘沙,玉兰映雪,10,0.3603,0.0000,0.5753,0.0000
203,qwen3.6-plus,浪淘沙,玉兰启新,10,0.3600,0.0049,0.5654,0.2222
465,doubao-seed-2.0-pro,祝英台近,阶下观玉兰作,16,0.3600,0.0107,0.6737,0.2222
577,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,16,0.3594,0.0085,0.7168,0.2500
443,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰感怀,8,0.3592,0.0202,0.6641,0.4000
580,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰感作,16,0.3591,0.0112,0.6403,0.3333
500,doubao-seed-2.0-pro,清平乐,校道见玉兰感作,8,0.3589,0.0055,0.5204,0.1538
283,qwen3.6-plus,祝英台近,玉兰书怀,8,0.3587,0.0000,0.4906,0.0000
483,doubao-seed-2.0-pro,祝英台近,校中见玉兰感怀,16,0.3586,0.0071,0.6210,0.2222
351,qwen3.6-plus,清平乐,见白玉兰有感,8,0.3585,0.0000,0.5949,0.0000
507,doubao-seed-2.0-pro,祝英台近,校园见玉兰偶作,16,0.3580,0.0076,0.5916,0.2857
402,doubao-seed-2.0-pro,菩萨蛮,郊行见玉兰有感,8,0.3576,0.0060,0.5441,0.1667
135,deepseek-3.2-thinking,菩萨蛮,春晓见玉兰,8,0.3573,0.0131,0.6095,0.2000
438,doubao-seed-2.0-pro,祝英台近,校中见玉兰感怀,16,0.3571,0.0096,0.5990,0.2500
235,qwen3.6-plus,祝英台近,玉兰引,19,0.3570,0.0104,0.7055,0.2000
401,doubao-seed-2.0-pro,清平乐,暮春见玉兰作,8,0.3565,0.0071,0.4968,0.2000
310,qwen3.6-plus,菩萨蛮,玉兰辞,8,0.3564,0.0000,0.5285,0.0000
387,qwen3.6-plus,祝英台近,玉兰偶得,16,0.3563,0.0142,0.6396,0.2500
332,qwen3.6-plus,菩萨蛮,玉兰引,8,0.3562,0.0060,0.5079,0.1667
474,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,16,0.3561,0.0094,0.6454,0.2857
314,qwen3.6-plus,菩萨蛮,玉兰启新,8,0.3554,0.0153,0.5645,0.1429
329,qwen3.6-plus,清平乐,玉兰照夜,8,0.3552,0.0000,0.5921,0.0000
395,doubao-seed-2.0-pro,清平乐,春暮校园见玉兰作,8,0.3548,0.0000,0.5333,0.0000
441,doubao-seed-2.0-pro,清平乐,校中见玉兰作,8,0.3546,0.0000,0.5959,0.0000
258,qwen3.6-plus,清平乐,玉兰庭前作,8,0.3542,0.0139,0.6677,0.2222
252,qwen3.6-plus,菩萨蛮,玉兰庭前作,4,0.3540,0.0000,0.4789,0.0000
278,qwen3.6-plus,沁园春,玉兰吟,13,0.3536,0.0107,0.6185,0.2500
306,qwen3.6-plus,祝英台近,玉兰吟,16,0.3535,0.0083,0.6627,0.2857
302,qwen3.6-plus,浪淘沙,玉兰见志,10,0.3532,0.0081,0.5848,0.1818
390,gemini-3.1-pro,沁园春,赋白玉兰兼抒怀,25,0.3532,0.0100,0.7144,0.2857
164,deepseek-3.2-thinking,菩萨蛮,白玉兰感怀,8,0.3528,0.0286,0.5755,0.4000
475,doubao-seed-2.0-pro,浪淘沙,校中见白玉兰作,10,0.3527,0.0072,0.5077,0.1818
242,qwen3.6-plus,清平乐,玉兰吟,8,0.3527,0.0060,0.4542,0.1667
256,qwen3.6-plus,祝英台近,玉兰吟,16,0.3527,0.0089,0.6170,0.2500
557,doubao-seed-2.0-pro,沁园春,春日见玉兰抒怀,25,0.3526,0.0092,0.5824,0.2500
231,qwen3.6-plus,清平乐,玉兰照影,8,0.3525,0.0000,0.5358,0.0000
286,qwen3.6-plus,浪淘沙,玉兰春望,5,0.3523,0.0000,0.5412,0.0000
399,doubao-seed-2.0-pro,祝英台近,暮春见玉兰偶作,16,0.3521,0.0048,0.6056,0.2500
350,qwen3.6-plus,浪淘沙,玉兰吟,10,0.3521,0.0156,0.6983,0.2000
396,doubao-seed-2.0-pro,清平乐,校隅见玉兰作,8,0.3520,0.0060,0.5949,0.1667
263,qwen3.6-plus,清平乐,玉兰照影,8,0.3517,0.0000,0.5437,0.0000
323,qwen3.6-plus,清平乐,玉兰启悟,8,0.3515,0.0000,0.5120,0.0000
565,doubao-seed-2.0-pro,浪淘沙,见玉兰感怀,10,0.3510,0.0087,0.5550,0.2500
7,deepseek-3.2-thinking,清平乐,暮春见玉兰有感,8,0.3509,0.0198,0.7249,0.2000
259,qwen3.6-plus,菩萨蛮,玉阑春望,8,0.3508,0.0111,0.6152,0.1667
52,deepseek-3.2-thinking,菩萨蛮,玉兰咏怀,8,0.3503,0.0143,0.6320,0.2000
354,qwen3.6-plus,菩萨蛮,见白玉兰有感,8,0.3503,0.0131,0.5175,0.2000
506,doubao-seed-2.0-pro,祝英台近,校隅见玉兰花作,16,0.3499,0.0057,0.5620,0.2857
154,deepseek-3.2-thinking,菩萨蛮,见玉兰感怀,8,0.3498,0.0131,0.5031,0.2000
342,qwen3.6-plus,菩萨蛮,玉兰映雪,8,0.3497,0.0000,0.4982,0.0000
59,deepseek-3.2-thinking,清平乐,玉兰赋怀,8,0.3490,0.0131,0.6311,0.2000
575,doubao-seed-2.0-pro,浪淘沙,阶前见玉兰作,10,0.3487,0.0040,0.5332,0.1818
287,qwen3.6-plus,祝英台近,玉兰启思,16,0.3486,0.0058,0.6200,0.2222
42,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.3484,0.0060,0.5384,0.1667
324,qwen3.6-plus,菩萨蛮,白玉兰前有感,8,0.3481,0.0131,0.4979,0.2000
413,doubao-seed-2.0-pro,清平乐,春日见玉兰作,8,0.3480,0.0060,0.5116,0.1667
220,qwen3.6-plus,祝英台近,试后见玉兰有感,11,0.3476,0.0169,0.5996,0.1818
541,doubao-seed-2.0-pro,菩萨蛮,书馆外见玉兰有感,8,0.3469,0.0122,0.4792,0.2000
405,doubao-seed-2.0-pro,沁园春,校隅见玉兰抒怀,25,0.3469,0.0060,0.6419,0.2857
543,doubao-seed-2.0-pro,祝英台近,阶下玉兰盛开感赋,16,0.3467,0.0064,0.6346,0.1818
574,doubao-seed-2.0-pro,沁园春,檐下见玉兰作,25,0.3465,0.0059,0.7142,0.2857
216,qwen3.6-plus,清平乐,玉雪辞,8,0.3462,0.0120,0.6028,0.1818
184,deepseek-3.2-thinking,菩萨蛮,白玉兰吟,8,0.3457,0.0214,0.5449,0.2000
404,doubao-seed-2.0-pro,浪淘沙,院隅见玉兰感作,10,0.3456,0.0040,0.5542,0.1818
209,qwen3.6-plus,祝英台近,玉兰辞,16,0.3455,0.0042,0.5661,0.2222
290,qwen3.6-plus,沁园春,玉兰初绽,13,0.3455,0.0032,0.5585,0.2500
525,doubao-seed-2.0-pro,祝英台近,校中见玉兰偶作,16,0.3451,0.0024,0.5747,0.1667
4,deepseek-3.2-thinking,清平乐,玉兰吟,8,0.3450,0.0238,0.5967,0.3333
111,deepseek-3.2-thinking,菩萨蛮,白玉兰感怀,8,0.3446,0.0071,0.6684,0.2000
540,doubao-seed-2.0-pro,祝英台近,校隅见玉兰花作,16,0.3446,0.0108,0.5715,0.1818
418,doubao-seed-2.0-pro,清平乐,庭隅见玉兰作,8,0.3446,0.0179,0.5259,0.1818
436,doubao-seed-2.0-pro,祝英台近,小园见玉兰花作,16,0.3442,0.0031,0.6116,0.2500
494,doubao-seed-2.0-pro,清平乐,校中见玉兰花作,8,0.3439,0.0119,0.5764,0.1667
246,qwen3.6-plus,沁园春,玉兰吟·课业逢挫偶见庭树有感,13,0.3439,0.0079,0.5639,0.2500
210,qwen3.6-plus,清平乐,玉兰照眼,8,0.3438,0.0000,0.6279,0.0000
199,deepseek-3.2-thinking,菩萨蛮,玉兰春感,8,0.3436,0.0214,0.6404,0.2000
320,qwen3.6-plus,祝英台近,玉兰春晓,8,0.3433,0.0000,0.5846,0.0000
454,doubao-seed-2.0-pro,菩萨蛮,校隅见玉兰作,8,0.3427,0.0060,0.5634,0.1667
204,qwen3.6-plus,祝英台近,玉兰辞,8,0.3427,0.0169,0.5449,0.2500
260,qwen3.6-plus,浪淘沙,玉兰春望,8,0.3427,0.0255,0.5965,0.1429
318,qwen3.6-plus,清平乐,玉兰见春,8,0.3424,0.0000,0.5765,0.0000
343,qwen3.6-plus,浪淘沙,玉兰引,10,0.3423,0.0090,0.4933,0.2222
122,deepseek-3.2-thinking,祝英台近,见白玉兰有感,18,0.3422,0.0159,0.6611,0.3636
279,qwen3.6-plus,祝英台近,玉兰醒春,16,0.3421,0.0071,0.5939,0.2857
393,doubao-seed-2.0-pro,沁园春,暮春观玉兰抒怀,25,0.3418,0.0063,0.7123,0.2857
215,qwen3.6-plus,浪淘沙,玉兰辞,10,0.3418,0.0000,0.5382,0.0000
211,qwen3.6-plus,沁园春,玉兰吟,25,0.3416,0.0066,0.6910,0.2500
230,qwen3.6-plus,浪淘沙,玉兰启悟,10,0.3411,0.0000,0.5998,0.0000
330,qwen3.6-plus,浪淘沙,玉兰初绽有怀,10,0.3411,0.0000,0.5585,0.0000
509,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花感作,25,0.3411,0.0028,0.6673,0.2500
514,doubao-seed-2.0-pro,祝英台近,暮春见玉兰感作,16,0.3411,0.0027,0.5425,0.2000
268,qwen3.6-plus,沁园春,玉兰初绽有感,25,0.3409,0.0053,0.6272,0.2500
397,doubao-seed-2.0-pro,清平乐,春暮见玉兰偶成,8,0.3409,0.0124,0.5399,0.1818
564,doubao-seed-2.0-pro,清平乐,校园见玉兰花有作,8,0.3409,0.0000,0.5904,0.0000
591,doubao-seed-2.0-pro,祝英台近,校隅见玉兰作,16,0.3408,0.0165,0.6381,0.2857
468,doubao-seed-2.0-pro,清平乐,校道见玉兰偶作,8,0.3408,0.0000,0.5132,0.0000
208,qwen3.6-plus,浪淘沙,玉兰引,10,0.3408,0.0000,0.4837,0.0000
427,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.3407,0.0042,0.6583,0.2857
539,doubao-seed-2.0-pro,菩萨蛮,校园见玉兰有感,8,0.3406,0.0000,0.5852,0.0000
201,qwen3.6-plus,沁园春,玉兰吟,13,0.3405,0.0065,0.6976,0.2857
510,doubao-seed-2.0-pro,清平乐,校中见玉兰有作,8,0.3403,0.0071,0.6091,0.2000
467,doubao-seed-2.0-pro,浪淘沙,校园见玉兰花偶作,10,0.3403,0.0081,0.5579,0.2222
229,qwen3.6-plus,祝英台近,玉兰启蛰,16,0.3402,0.0031,0.6156,0.2500
298,qwen3.6-plus,菩萨蛮,玉兰吟,8,0.3402,0.0122,0.5704,0.2000
362,qwen3.6-plus,菩萨蛮,见玉兰有感,8,0.3401,0.0241,0.6101,0.2000
414,doubao-seed-2.0-pro,浪淘沙,檐下见玉兰有感,10,0.3400,0.0000,0.5324,0.0000
582,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,25,0.3399,0.0044,0.6167,0.2500
421,doubao-seed-2.0-pro,清平乐,校中见玉兰偶作,8,0.3398,0.0065,0.5503,0.1818
262,qwen3.6-plus,浪淘沙,玉兰引,5,0.3397,0.0000,0.5870,0.0000
207,qwen3.6-plus,浪淘沙,玉兰引,8,0.3397,0.0060,0.6169,0.1667
313,qwen3.6-plus,清平乐,玉兰照眼,8,0.3395,0.0000,0.5600,0.0000
358,qwen3.6-plus,菩萨蛮,秋试见玉兰有作,8,0.3393,0.0111,0.5046,0.1667
398,doubao-seed-2.0-pro,清平乐,校园见玉兰偶题,8,0.3392,0.0000,0.5471,0.0000
221,qwen3.6-plus,祝英台近,玉兰书怀,16,0.3392,0.0019,0.5636,0.2222
197,deepseek-3.2-thinking,菩萨蛮,白玉兰,8,0.3386,0.0357,0.8972,0.8000
81,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.3383,0.0120,0.5246,0.1818
548,doubao-seed-2.0-pro,浪淘沙,校廊见玉兰花作,10,0.3382,0.0056,0.5540,0.2500
250,qwen3.6-plus,祝英台近,玉兰引,16,0.3381,0.0041,0.6317,0.1818
133,deepseek-3.2-thinking,祝英台近,玉兰初绽感怀,16,0.3380,0.0076,0.6341,0.2500
516,doubao-seed-2.0-pro,清平乐,校隅见玉兰偶作,8,0.3379,0.0126,0.5248,0.2000
80,deepseek-3.2-thinking,浪淘沙,见玉兰感怀,10,0.3375,0.0225,0.5477,0.3636
225,qwen3.6-plus,菩萨蛮,玉兰照雪,8,0.3372,0.0000,0.5319,0.0000
327,qwen3.6-plus,沁园春,玉兰启明,25,0.3372,0.0070,0.6893,0.2857
485,doubao-seed-2.0-pro,浪淘沙,校中见玉兰有感,10,0.3369,0.0032,0.5155,0.1429
180,deepseek-3.2-thinking,沁园春,白玉兰春感,26,0.3366,0.0085,0.7061,0.2857
586,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,16,0.3365,0.0058,0.5967,0.2222
573,doubao-seed-2.0-pro,沁园春,校中见玉兰感怀,25,0.3363,0.0056,0.7118,0.2500
339,qwen3.6-plus,沁园春,玉兰启思,25,0.3358,0.0086,0.6362,0.2500
337,qwen3.6-plus,沁园春,玉兰引,13,0.3358,0.0064,0.6698,0.2500
501,doubao-seed-2.0-pro,清平乐,春暮见玉兰有感,8,0.3357,0.0000,0.5490,0.0000
429,doubao-seed-2.0-pro,沁园春,校园见白玉兰感怀,25,0.3356,0.0035,0.6548,0.2500
456,doubao-seed-2.0-pro,菩萨蛮,春日楼前见玉兰作,8,0.3356,0.0000,0.5888,0.0000
247,qwen3.6-plus,祝英台近,玉兰辞,16,0.3354,0.0054,0.5216,0.2000
311,qwen3.6-plus,清平乐,玉兰照夜,8,0.3353,0.0060,0.6192,0.1667
432,doubao-seed-2.0-pro,浪淘沙,见玉兰偶作,10,0.3352,0.0000,0.5881,0.0000
303,qwen3.6-plus,沁园春,玉兰启思,13,0.3344,0.0032,0.7428,0.2500
119,deepseek-3.2-thinking,祝英台近,见玉兰有感,16,0.3343,0.0153,0.7362,0.2500
426,doubao-seed-2.0-pro,浪淘沙,校道见玉兰感怀,10,0.3342,0.0077,0.5644,0.1818
232,qwen3.6-plus,菩萨蛮,见玉兰有怀,8,0.3341,0.0071,0.5963,0.2000
187,deepseek-3.2-thinking,浪淘沙,玉兰春悟,10,0.3340,0.0241,0.5286,0.3333
534,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰花作,10,0.3337,0.0049,0.5395,0.2222
121,deepseek-3.2-thinking,浪淘沙,见白玉兰有感,10,0.3335,0.0308,0.6452,0.4444
356,qwen3.6-plus,清平乐,玉兰启悟,8,0.3334,0.0000,0.5241,0.0000
163,deepseek-3.2-thinking,菩萨蛮,见玉兰感怀,8,0.3331,0.0417,0.6803,0.4000
481,doubao-seed-2.0-pro,浪淘沙,校廊见玉兰感怀,10,0.3331,0.0000,0.5975,0.0000
353,qwen3.6-plus,浪淘沙,玉兰悟,10,0.3330,0.0150,0.6892,0.1818
289,qwen3.6-plus,菩萨蛮,玉兰启怀,8,0.3328,0.0000,0.5090,0.0000
466,doubao-seed-2.0-pro,祝英台近,校隅见玉兰感怀,16,0.3324,0.0039,0.5430,0.1818
185,deepseek-3.2-thinking,祝英台近,见玉兰有感,16,0.3322,0.0203,0.6128,0.4444
478,doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,25,0.3321,0.0042,0.6499,0.2500
322,qwen3.6-plus,浪淘沙,玉兰照夜,10,0.3321,0.0037,0.4834,0.1667
155,deepseek-3.2-thinking,祝英台近,玉兰吟,16,0.3320,0.0131,0.5553,0.3333
406,doubao-seed-2.0-pro,祝英台近,院隅见玉兰作,16,0.3318,0.0045,0.5408,0.2500
299,qwen3.6-plus,祝英台近,玉兰引,16,0.3317,0.0042,0.6246,0.2000
553,doubao-seed-2.0-pro,祝英台近,校隅见玉兰感作,16,0.3316,0.0027,0.5315,0.2000
472,doubao-seed-2.0-pro,浪淘沙,寓舍见玉兰偶成,10,0.3316,0.0056,0.6984,0.2500
569,doubao-seed-2.0-pro,浪淘沙,阶前见玉兰作,10,0.3314,0.0093,0.5692,0.2500
576,doubao-seed-2.0-pro,沁园春,校院见玉兰偶作,25,0.3314,0.0070,0.7093,0.2857
35,deepseek-3.2-thinking,菩萨蛮,玉兰感怀,8,0.3314,0.0071,0.7040,0.2000
109,deepseek-3.2-thinking,菩萨蛮,遇玉兰有感,8,0.3312,0.0000,0.5394,0.0000
486,doubao-seed-2.0-pro,祝英台近,寓舍见玉兰花作,16,0.3311,0.0048,0.5790,0.1667
407,doubao-seed-2.0-pro,菩萨蛮,观玉兰感怀,8,0.3311,0.0071,0.6123,0.2000
455,doubao-seed-2.0-pro,清平乐,校园见白玉兰作,8,0.3311,0.0000,0.5214,0.0000
372,qwen3.6-plus,浪淘沙,见玉兰有作,10,0.3309,0.0162,0.7146,0.2222
449,doubao-seed-2.0-pro,沁园春,校园见白玉兰作,25,0.3308,0.0051,0.6418,0.2857
499,doubao-seed-2.0-pro,浪淘沙,寓舍见玉兰感作,10,0.3308,0.0000,0.5300,0.0000
460,doubao-seed-2.0-pro,清平乐,校道观玉兰作,8,0.3307,0.0060,0.5499,0.1667
357,qwen3.6-plus,祝英台近,见玉兰有感,18,0.3306,0.0054,0.6719,0.2500
384,qwen3.6-plus,沁园春,见玉兰有感,25,0.3306,0.0052,0.6885,0.2500
200,deepseek-3.2-thinking,祝英台近,白玉兰开有感,16,0.3306,0.0090,0.6010,0.2857
482,doubao-seed-2.0-pro,祝英台近,校隅见玉兰感作,16,0.3305,0.0041,0.5652,0.2000
174,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.3305,0.0214,0.5613,0.2000
338,qwen3.6-plus,祝英台近,玉兰启悟,16,0.3304,0.0046,0.5936,0.2222
360,qwen3.6-plus,祝英台近,玉兰见志,18,0.3304,0.0057,0.6516,0.2222
549,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰感作,10,0.3301,0.0106,0.5469,0.1667
87,deepseek-3.2-thinking,菩萨蛮,白玉兰下感怀,8,0.3301,0.0060,0.4787,0.1667
410,doubao-seed-2.0-pro,清平乐,校园见玉兰作,8,0.3299,0.0060,0.5275,0.1667
95,deepseek-3.2-thinking,祝英台近,玉兰感赋,16,0.3296,0.0159,0.6522,0.5455
386,qwen3.6-plus,祝英台近,玉兰,16,0.3295,0.0094,0.6560,0.2500
365,qwen3.6-plus,沁园春,见玉兰有感,25,0.3294,0.0091,0.6873,0.2857
524,doubao-seed-2.0-pro,祝英台近,校中见玉兰作,16,0.3290,0.0074,0.6094,0.2857
442,doubao-seed-2.0-pro,菩萨蛮,春暮见玉兰感怀,8,0.3290,0.0000,0.5042,0.0000
561,doubao-seed-2.0-pro,沁园春,校中观白玉兰感怀,25,0.3290,0.0059,0.8106,0.3333
511,doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,25,0.3289,0.0058,0.6704,0.2857
22,deepseek-3.2-thinking,浪淘沙,遇玉兰感怀,10,0.3289,0.0136,0.4764,0.2500
522,doubao-seed-2.0-pro,沁园春,院隅玉兰盛开感作,25,0.3288,0.0046,0.7167,0.2500
334,qwen3.6-plus,菩萨蛮,春庭见玉兰有感,8,0.3288,0.0000,0.5038,0.0000
48,deepseek-3.2-thinking,菩萨蛮,见玉兰感怀,8,0.3286,0.0274,0.5249,0.4000
274,qwen3.6-plus,沁园春,玉兰启悟,25,0.3285,0.0057,0.7162,0.3333
480,doubao-seed-2.0-pro,清平乐,春深校中见玉兰作,8,0.3284,0.0055,0.5882,0.1538
463,doubao-seed-2.0-pro,浪淘沙,校园见玉兰偶作,10,0.3282,0.0000,0.4979,0.0000
112,deepseek-3.2-thinking,浪淘沙,见白玉兰有感,10,0.3281,0.0081,0.5334,0.2222
33,deepseek-3.2-thinking,清平乐,见玉兰感怀,8,0.3280,0.0120,0.4656,0.1818
153,deepseek-3.2-thinking,祝英台近,玉兰感怀,16,0.3279,0.0099,0.5595,0.2500
367,qwen3.6-plus,祝英台近,观庭前玉兰有悟,18,0.3278,0.0075,0.5593,0.2857
469,doubao-seed-2.0-pro,浪淘沙,课罢见庭中玉兰感作,10,0.3278,0.0096,0.5535,0.2500
294,qwen3.6-plus,浪淘沙,玉兰见寄,10,0.3277,0.0081,0.5427,0.1818
150,deepseek-3.2-thinking,菩萨蛮,见玉兰有感,8,0.3276,0.0230,0.5166,0.1667
46,deepseek-3.2-thinking,菩萨蛮,挫折中见玉兰感赋,8,0.3275,0.0131,0.5661,0.2000
156,deepseek-3.2-thinking,祝英台近,玉兰感怀,16,0.3274,0.0156,0.5890,0.3077
359,qwen3.6-plus,菩萨蛮,庭前玉兰,8,0.3272,0.0071,0.5654,0.2000
66,deepseek-3.2-thinking,祝英台近,见玉兰有感,16,0.3271,0.0059,0.6142,0.2222
162,deepseek-3.2-thinking,清平乐,见玉兰有感,8,0.3271,0.0169,0.5634,0.1667
498,doubao-seed-2.0-pro,浪淘沙,校隅见玉兰感作,10,0.3271,0.0090,0.5901,0.2222
288,qwen3.6-plus,菩萨蛮,玉兰见志,8,0.3270,0.0250,0.5290,0.2000
151,deepseek-3.2-thinking,菩萨蛮,遇玉兰有感,8,0.3269,0.0143,0.5923,0.4000
544,doubao-seed-2.0-pro,沁园春,校中见玉兰花作,25,0.3267,0.0085,0.6868,0.2857
272,qwen3.6-plus,沁园春,玉兰启怀,22,0.3267,0.0082,0.5859,0.2857
448,doubao-seed-2.0-pro,祝英台近,春暮校中见玉兰作,16,0.3265,0.0037,0.5150,0.1667
141,deepseek-3.2-thinking,菩萨蛮,白玉兰开,8,0.3265,0.0131,0.5484,0.2000
578,doubao-seed-2.0-pro,祝英台近,校中见玉兰作,16,0.3264,0.0051,0.6221,0.2857
94,deepseek-3.2-thinking,沁园春,见玉兰感怀,25,0.3264,0.0032,0.6253,0.2857
381,qwen3.6-plus,菩萨蛮,见玉兰有感,8,0.3264,0.0060,0.6056,0.1667
520,doubao-seed-2.0-pro,沁园春,校园观玉兰感怀,25,0.3262,0.0069,0.6314,0.2857
470,doubao-seed-2.0-pro,清平乐,校园见玉兰作,8,0.3261,0.0000,0.5068,0.0000
440,doubao-seed-2.0-pro,浪淘沙,见玉兰感作,10,0.3261,0.0136,0.5974,0.2500
315,qwen3.6-plus,菩萨蛮,玉堂春讯,8,0.3258,0.0071,0.4851,0.2000
326,qwen3.6-plus,浪淘沙,玉兰吟,10,0.3256,0.0069,0.5765,0.1667
546,doubao-seed-2.0-pro,沁园春,校隅见玉兰作,25,0.3255,0.0035,0.6204,0.2500
117,deepseek-3.2-thinking,菩萨蛮,见玉兰感怀,8,0.3254,0.0352,0.6245,0.2000
373,qwen3.6-plus,沁园春,玉兰下自警,26,0.3250,0.0071,0.8375,0.6667
571,doubao-seed-2.0-pro,清平乐,墙隅见玉兰花作,8,0.3247,0.0000,0.5499,0.0000
261,qwen3.6-plus,沁园春,玉兰照影,25,0.3245,0.0045,0.6617,0.2500
451,doubao-seed-2.0-pro,浪淘沙,春日见玉兰感怀,10,0.3245,0.0040,0.4980,0.1818
93,deepseek-3.2-thinking,菩萨蛮,见白玉兰有感,8,0.3244,0.0131,0.5647,0.2000
559,doubao-seed-2.0-pro,沁园春,校中观玉兰有感,25,0.3243,0.0066,0.6045,0.2857
253,qwen3.6-plus,祝英台近,玉兰春醒,16,0.3243,0.0065,0.5712,0.2500
